Executing action: monitor
Serial port /dev/ttyUSB0
Connecting......
Detecting chip type... ESP32
Running idf_monitor in directory /home/tejas/Github/Debugger_Tool/RTOS3/RTOSExercise
Executing "/home/tejas/.espressif/python_env/idf5.5_py3.12_env/bin/python /home/tejas/Github/Debugger_Tool/RTOS3/RTOSExercise/esp/esp-idf/tools/idf_monitor.py -p /dev/ttyUSB0 -b 115200 --toolchain-prefix xtensa-esp32-elf- --target esp32 --revision 100 /home/tejas/Github/Debugger_Tool/RTOS3/RTOSExercise/build/main.elf /home/tejas/Github/Debugger_Tool/RTOS3/RTOSExercise/build/bootloader/bootloader.elf -m '/home/tejas/.espressif/python_env/idf5.5_py3.12_env/bin/python' '/home/tejas/Github/Debugger_Tool/RTOS3/RTOSExercise/esp/esp-idf/tools/idf.py'"...
[0;32mI (9) boot: ESP-IDF v5.5.1-dirty 2nd stage bootloader[0m
[0;32mI (9) boot: compile time Dec 17 2025 20:25:12[0m
[0;33mW (9) boot: Unicore bootloader[0m
[0;32mI (10) boot: chip revision: v1.0[0m
[0;32mI (13) boot.esp32: SPI Speed      : 80MHz[0m
[0;32mI (16) boot.esp32: SPI Mode       : DIO[0m
[0;32mI (20) boot.esp32: SPI Flash Size : 4MB[0m
[0;32mI (24) boot: Enabling RNG early entropy source...[0m
[0;32mI (28) boot: Partition Table:[0m
[0;32mI (31) boot: ## Label            Usage          Type ST Offset   Length[0m
[0;32mI (37) boot:  0 nvs              WiFi data        01 02 00009000 00006000[0m
[0;32mI (43) boot:  1 phy_init         RF data          01 01 0000f000 00001000[0m
[0;32mI (50) boot:  2 factory          factory app      00 00 00010000 00177000[0m
[0;32mI (57) boot: End of partition table[0m
[0;32mI (60) esp_image: segment 0: paddr=00010020 vaddr=3f400020 size=0fe78h ( 65144) map[0m
[0;32mI (86) esp_image: segment 1: paddr=0001fea0 vaddr=3ffbdb60 size=00178h (   376) load[0m
[0;32mI (86) esp_image: segment 2: paddr=00020020 vaddr=400d0020 size=2f59ch (193948) map[0m
[0;32mI (144) esp_image: segment 3: paddr=0004f5c4 vaddr=3ffbdcd8 size=0312ch ( 12588) load[0m
[0;32mI (148) esp_image: segment 4: paddr=000526f8 vaddr=40080000 size=1a43ch (107580) load[0m
[0;32mI (184) esp_image: segment 5: paddr=0006cb3c vaddr=50000000 size=00024h (    36) load[0m
[0;32mI (197) boot: Loaded app from partition at offset 0x10000[0m
[0;32mI (197) boot: Disabling RNG early entropy source...[0m
[0;32mI (207) cpu_start: Unicore app[0m
[0;32mI (207) cpu_start: Single core mode[0m
[0;32mI (271) cpu_start: Pro cpu start user code[0m
[0;32mI (271) cpu_start: cpu freq: 240000000 Hz[0m
[0;32mI (271) app_init: Application information:[0m
[0;32mI (274) app_init: Project name:     main[0m
[0;32mI (278) app_init: App version:      56d73bd[0m
[0;32mI (283) app_init: Compile time:     Dec 17 2025 20:25:08[0m
[0;32mI (289) app_init: ELF file SHA256:  3e225721d64868d3...[0m
[0;32mI (295) app_init: ESP-IDF:          v5.5.1-dirty[0m
[0;32mI (300) efuse_init: Min chip rev:     v1.0[0m
[0;32mI (305) efuse_init: Max chip rev:     v3.99 [0m
[0;32mI (310) efuse_init: Chip rev:         v1.0[0m
[0;32mI (315) heap_init: Initializing. RAM available for dynamic allocation:[0m
[0;32mI (322) heap_init: At 3FFAFF10 len 000000F0 (0 KiB): DRAM[0m
[0;32mI (328) heap_init: At 3FFB6388 len 00001C78 (7 KiB): DRAM[0m
[0;32mI (334) heap_init: At 3FFB9A20 len 00004108 (16 KiB): DRAM[0m
[0;32mI (340) heap_init: At 3FFD11B8 len 0000EE48 (59 KiB): DRAM[0m
[0;32mI (347) heap_init: At 3FFE0440 len 0001FBC0 (126 KiB): D/IRAM[0m
[0;32mI (353) heap_init: At 40078000 len 00008000 (32 KiB): IRAM[0m
[0;32mI (359) heap_init: At 4009A43C len 00005BC4 (22 KiB): IRAM[0m
[0;32mI (365) heap_init: At 3FF80000 len 00002000 (8 KiB): RTCRAM[0m
[0;32mI (373) spi_flash: detected chip: gd[0m
[0;32mI (376) spi_flash: flash io: dio[0m
[0;32mI (381) coexist: coex firmware version: b0bcc39[0m
[0;32mI (385) main_task: Started on CPU0[0m
[0;32mI (389) main_task: Calling app_main()[0m
[0;32mI (393) app_main: Trace system initialized[0m
[0;32mI (399) app_main: Button ISRs installed[0m
[0;32mI (403) app_main: Starting scheduler[0m
[0;32mI (407) sharedPrinter: Printing: Item 2 produced at tick 0[0m
[0;32mI (413) sharedPrinter: Printing: Item 3 produced at tick 6[0m
[0;32mI (607) sharedPrinter: Printing: Item 2 produced at tick 200[0m
[0;32mI (713) sharedPrinter: Printing: Item 3 produced at tick 306[0m
[0;32mI (807) sharedPrinter: Printing: Item 2 produced at tick 400[0m
[0;32mI (919) Flush: === TRACE DUMP START ===[0m
# ========================================
# TRACE STATISTICS (Flush #1)
# Total events recorded: 597
# Buffer overwrites: 0
# Entries in this dump: 597
# Buffer utilization: 597/768 (77.7%)
# ========================================
eventtype,tick,timestamp,taskid,object,value,src
EVT_TASK_INCREMENT_TICK,24,24000,IDLE,0x0,25,TASK
EVT_TASK_INCREMENT_TICK,25,25000,IDLE,0x0,26,TASK
EVT_TASK_INCREMENT_TICK,26,26000,IDLE,0x0,27,TASK
EVT_TASK_INCREMENT_TICK,27,27000,IDLE,0x0,28,TASK
EVT_TASK_INCREMENT_TICK,28,28000,IDLE,0x0,29,TASK
EVT_TASK_INCREMENT_TICK,29,29000,IDLE,0x0,30,TASK
EVT_TASK_INCREMENT_TICK,30,30000,IDLE,0x0,31,TASK
EVT_TASK_INCREMENT_TICK,31,31000,IDLE,0x0,32,TASK
EVT_TASK_INCREMENT_TICK,32,32000,IDLE,0x0,33,TASK
EVT_TASK_INCREMENT_TICK,33,33000,IDLE,0x0,34,TASK
EVT_TASK_INCREMENT_TICK,34,34000,IDLE,0x0,35,TASK
EVT_TASK_INCREMENT_TICK,35,35000,IDLE,0x0,36,TASK
EVT_TASK_INCREMENT_TICK,36,36000,IDLE,0x0,37,TASK
EVT_TASK_INCREMENT_TICK,37,37000,IDLE,0x0,38,TASK
EVT_TASK_INCREMENT_TICK,38,38000,IDLE,0x0,39,TASK
EVT_TASK_INCREMENT_TICK,39,39000,IDLE,0x0,40,TASK
EVT_TASK_INCREMENT_TICK,40,40000,IDLE,0x0,41,TASK
EVT_TASK_INCREMENT_TICK,41,41000,IDLE,0x0,42,TASK
[0;32mI (1313) sharedPrinter: Printing: Item 3 produced at tick 906[0m
EVT_TASK_INCREMENT_TICK,42,42000,IDLE,0x0,43,TASK
EVT_TASK_INCREMENT_TICK,43,43000,IDLE,0x0,44,TASK
EVT_TASK_INCREMENT_TICK,44,44000,IDLE,0x0,45,TASK
EVT_TASK_INCREMENT_TICK,45,45000,IDLE,0x0,46,TASK
EVT_TASK_INCREMENT_TICK,46,46000,IDLE,0x0,47,TASK
EVT_TASK_INCREMENT_TICK,47,47000,IDLE,0x0,48,TASK
EVT_TASK_INCREMENT_TICK,48,48000,IDLE,0x0,49,TASK
EVT_TASK_INCREMENT_TICK,49,49000,IDLE,0x0,50,TASK
EVT_TASK_INCREMENT_TICK,50,50000,IDLE,0x0,51,TASK
EVT_TASK_INCREMENT_TICK,51,51000,IDLE,0x0,52,TASK
EVT_TASK_INCREMENT_TICK,52,52000,IDLE,0x0,53,TASK
EVT_TASK_INCREMENT_TICK,53,53000,IDLE,0x0,54,TASK
EVT_TASK_INCREMENT_TICK,54,54000,IDLE,0x0,55,TASK
EVT_TASK_INCREMENT_TICK,55,55000,IDLE,0x0,56,TASK
EVT_TASK_INCREMENT_TICK,56,56000,IDLE,0x0,57,TASK
EVT_TASK_INCREMENT_TICK,57,57000,IDLE,0x0,58,TASK
EVT_TASK_INCREMENT_TICK,58,58000,IDLE,0x0,59,TASK
EVT_TASK_INCREMENT_TICK,59,59000,IDLE,0x0,60,TASK
EVT_TASK_INCREMENT_TICK,60,60000,IDLE,0x0,61,TASK
EVT_TASK_INCREMENT_TICK,61,61000,IDLE,0x0,62,TASK
[0;32mI (1407) sharedPrinter: Printing: Item 2 produced at tick 1000[0m
EVT_TASK_INCREMENT_TICK,62,62000,IDLE,0x0,63,TASK
EVT_TASK_INCREMENT_TICK,63,63000,IDLE,0x0,64,TASK
EVT_TASK_INCREMENT_TICK,64,64000,IDLE,0x0,65,TASK
EVT_TASK_INCREMENT_TICK,65,65000,IDLE,0x0,66,TASK
EVT_TASK_INCREMENT_TICK,66,66000,IDLE,0x0,67,TASK
EVT_TASK_INCREMENT_TICK,67,67000,IDLE,0x0,68,TASK
EVT_TASK_INCREMENT_TICK,68,68000,IDLE,0x0,69,TASK
EVT_TASK_INCREMENT_TICK,69,69000,IDLE,0x0,70,TASK
EVT_TASK_INCREMENT_TICK,70,70000,IDLE,0x0,71,TASK
EVT_TASK_INCREMENT_TICK,71,71000,IDLE,0x0,72,TASK
EVT_TASK_INCREMENT_TICK,72,72000,IDLE,0x0,73,TASK
EVT_TASK_INCREMENT_TICK,73,73000,IDLE,0x0,74,TASK
EVT_TASK_INCREMENT_TICK,74,74000,IDLE,0x0,75,TASK
EVT_TASK_INCREMENT_TICK,75,75000,IDLE,0x0,76,TASK
EVT_TASK_INCREMENT_TICK,76,76000,IDLE,0x0,77,TASK
EVT_TASK_INCREMENT_TICK,77,77000,IDLE,0x0,78,TASK
EVT_TASK_INCREMENT_TICK,78,78000,IDLE,0x0,79,TASK
EVT_TASK_INCREMENT_TICK,79,79000,IDLE,0x0,80,TASK
EVT_TASK_INCREMENT_TICK,80,80000,IDLE,0x0,81,TASK
EVT_TASK_INCREMENT_TICK,81,81000,IDLE,0x0,82,TASK
EVT_TASK_INCREMENT_TICK,82,82000,IDLE,0x0,83,TASK
EVT_TASK_INCREMENT_TICK,83,83000,IDLE,0x0,84,TASK
EVT_TASK_INCREMENT_TICK,84,84000,IDLE,0x0,85,TASK
EVT_TASK_INCREMENT_TICK,85,85000,IDLE,0x0,86,TASK
EVT_TASK_INCREMENT_TICK,86,86000,IDLE,0x0,87,TASK
EVT_TASK_INCREMENT_TICK,87,87000,IDLE,0x0,88,TASK
EVT_TASK_INCREMENT_TICK,88,88000,IDLE,0x0,89,TASK
EVT_TASK_INCREMENT_TICK,89,89000,IDLE,0x0,90,TASK
EVT_TASK_INCREMENT_TICK,90,90000,IDLE,0x0,91,TASK
EVT_TASK_INCREMENT_TICK,91,91000,IDLE,0x0,92,TASK
EVT_TASK_INCREMENT_TICK,92,92000,IDLE,0x0,93,TASK
EVT_TASK_INCREMENT_TICK,93,93000,IDLE,0x0,94,TASK
EVT_TASK_INCREMENT_TICK,94,94000,IDLE,0x0,95,TASK
EVT_TASK_INCREMENT_TICK,95,95000,IDLE,0x0,96,TASK
EVT_TASK_INCREMENT_TICK,96,96000,IDLE,0x0,97,TASK
EVT_TASK_INCREMENT_TICK,97,97000,IDLE,0x0,98,TASK
EVT_TASK_INCREMENT_TICK,98,98000,IDLE,0x0,99,TASK
EVT_TASK_INCREMENT_TICK,99,99000,IDLE,0x0,100,TASK
EVT_TASK_INCREMENT_TICK,100,100000,IDLE,0x0,101,TASK
EVT_TASK_INCREMENT_TICK,101,101000,IDLE,0x0,102,TASK
EVT_TASK_INCREMENT_TICK,102,102000,IDLE,0x0,103,TASK
EVT_TASK_INCREMENT_TICK,103,103000,IDLE,0x0,104,TASK
EVT_TASK_INCREMENT_TICK,104,104000,IDLE,0x0,105,TASK
[0;32mI (1607) sharedPrinter: Printing: Item 2 produced at tick 1200[0m
[0;32mI (1614) sharedPrinter: Printing: Item 3 produced at tick 1207[0m
EVT_TASK_INCREMENT_TICK,105,105000,IDLE,0x0,106,TASK
EVT_TASK_INCREMENT_TICK,106,106000,IDLE,0x0,107,TASK
EVT_TASK_INCREMENT_TICK,107,107000,IDLE,0x0,108,TASK
EVT_TASK_INCREMENT_TICK,108,108000,IDLE,0x0,109,TASK
EVT_TASK_INCREMENT_TICK,109,109000,IDLE,0x0,110,TASK
EVT_TASK_INCREMENT_TICK,110,110000,IDLE,0x0,111,TASK
EVT_TASK_INCREMENT_TICK,111,111000,IDLE,0x0,112,TASK
EVT_TASK_INCREMENT_TICK,112,112000,IDLE,0x0,113,TASK
EVT_TASK_INCREMENT_TICK,113,113000,IDLE,0x0,114,TASK
EVT_TASK_INCREMENT_TICK,114,114000,IDLE,0x0,115,TASK
EVT_TASK_INCREMENT_TICK,115,115000,IDLE,0x0,116,TASK
EVT_TASK_INCREMENT_TICK,116,116000,IDLE,0x0,117,TASK
EVT_TASK_INCREMENT_TICK,117,117000,IDLE,0x0,118,TASK
EVT_TASK_INCREMENT_TICK,118,118000,IDLE,0x0,119,TASK
EVT_TASK_INCREMENT_TICK,119,119000,IDLE,0x0,120,TASK
EVT_TASK_INCREMENT_TICK,120,120000,IDLE,0x0,121,TASK
EVT_TASK_INCREMENT_TICK,121,121000,IDLE,0x0,122,TASK
EVT_TASK_INCREMENT_TICK,122,122000,IDLE,0x0,123,TASK
EVT_TASK_INCREMENT_TICK,123,123000,IDLE,0x0,124,TASK
EVT_TASK_INCREMENT_TICK,124,124000,IDLE,0x0,125,TASK
EVT_TASK_INCREMENT_TICK,125,125000,IDLE,0x0,126,TASK
EVT_TASK_INCREMENT_TICK,126,126000,IDLE,0x0,127,TASK
EVT_TASK_INCREMENT_TICK,127,127000,IDLE,0x0,128,TASK
EVT_TASK_INCREMENT_TICK,128,128000,IDLE,0x0,129,TASK
EVT_TASK_INCREMENT_TICK,129,129000,IDLE,0x0,130,TASK
EVT_TASK_INCREMENT_TICK,130,130000,IDLE,0x0,131,TASK
EVT_TASK_INCREMENT_TICK,131,131000,IDLE,0x0,132,TASK
EVT_TASK_INCREMENT_TICK,132,132000,IDLE,0x0,133,TASK
EVT_TASK_INCREMENT_TICK,133,133000,IDLE,0x0,134,TASK
EVT_TASK_INCREMENT_TICK,134,134000,IDLE,0x0,135,TASK
EVT_TASK_INCREMENT_TICK,135,135000,IDLE,0x0,136,TASK
EVT_TASK_INCREMENT_TICK,136,136000,IDLE,0x0,137,TASK
EVT_TASK_INCREMENT_TICK,137,137000,IDLE,0x0,138,TASK
EVT_TASK_INCREMENT_TICK,138,138000,IDLE,0x0,139,TASK
EVT_TASK_INCREMENT_TICK,139,139000,IDLE,0x0,140,TASK
EVT_TASK_INCREMENT_TICK,140,140000,IDLE,0x0,141,TASK
EVT_TASK_INCREMENT_TICK,141,141000,IDLE,0x0,142,TASK
EVT_TASK_INCREMENT_TICK,142,142000,IDLE,0x0,143,TASK
EVT_TASK_INCREMENT_TICK,143,143000,IDLE,0x0,144,TASK
EVT_TASK_INCREMENT_TICK,144,144000,IDLE,0x0,145,TASK
[0;32mI (1807) sharedPrinter: Printing: Item 2 produced at tick 1400[0m
EVT_TASK_INCREMENT_TICK,145,145000,IDLE,0x0,146,TASK
EVT_TASK_INCREMENT_TICK,146,146000,IDLE,0x0,147,TASK
EVT_TASK_INCREMENT_TICK,147,147000,IDLE,0x0,148,TASK
EVT_TASK_INCREMENT_TICK,148,148000,IDLE,0x0,149,TASK
EVT_TASK_INCREMENT_TICK,149,149000,IDLE,0x0,150,TASK
EVT_TASK_INCREMENT_TICK,150,150000,IDLE,0x0,151,TASK
EVT_TASK_INCREMENT_TICK,151,151000,IDLE,0x0,152,TASK
EVT_TASK_INCREMENT_TICK,152,152000,IDLE,0x0,153,TASK
EVT_TASK_INCREMENT_TICK,153,153000,IDLE,0x0,154,TASK
EVT_TASK_INCREMENT_TICK,154,154000,IDLE,0x0,155,TASK
EVT_TASK_INCREMENT_TICK,155,155000,IDLE,0x0,156,TASK
EVT_TASK_INCREMENT_TICK,156,156000,IDLE,0x0,157,TASK
EVT_TASK_INCREMENT_TICK,157,157000,IDLE,0x0,158,TASK
EVT_TASK_INCREMENT_TICK,158,158000,IDLE,0x0,159,TASK
EVT_TASK_INCREMENT_TICK,159,159000,IDLE,0x0,160,TASK
EVT_TASK_INCREMENT_TICK,160,160000,IDLE,0x0,161,TASK
EVT_TASK_INCREMENT_TICK,161,161000,IDLE,0x0,162,TASK
EVT_TASK_INCREMENT_TICK,162,162000,IDLE,0x0,163,TASK
EVT_TASK_INCREMENT_TICK,163,163000,IDLE,0x0,164,TASK
EVT_TASK_INCREMENT_TICK,164,164000,IDLE,0x0,165,TASK
EVT_TASK_INCREMENT_TICK,165,165000,IDLE,0x0,166,TASK
[0;32mI (1913) sharedPrinter: Printing: Item 3 produced at tick 1506[0m
EVT_TASK_INCREMENT_TICK,166,166000,IDLE,0x0,167,TASK
EVT_TASK_INCREMENT_TICK,167,167000,IDLE,0x0,168,TASK
EVT_TASK_INCREMENT_TICK,168,168000,IDLE,0x0,169,TASK
EVT_TASK_INCREMENT_TICK,169,169000,IDLE,0x0,170,TASK
EVT_TASK_INCREMENT_TICK,170,170000,IDLE,0x0,171,TASK
EVT_TASK_INCREMENT_TICK,171,171000,IDLE,0x0,172,TASK
EVT_TASK_INCREMENT_TICK,172,172000,IDLE,0x0,173,TASK
EVT_TASK_INCREMENT_TICK,173,173000,IDLE,0x0,174,TASK
EVT_TASK_INCREMENT_TICK,174,174000,IDLE,0x0,175,TASK
EVT_TASK_INCREMENT_TICK,175,175000,IDLE,0x0,176,TASK
EVT_TASK_INCREMENT_TICK,176,176000,IDLE,0x0,177,TASK
EVT_TASK_INCREMENT_TICK,177,177000,IDLE,0x0,178,TASK
EVT_TASK_INCREMENT_TICK,178,178000,IDLE,0x0,179,TASK
EVT_TASK_INCREMENT_TICK,179,179000,IDLE,0x0,180,TASK
